ORDER,DOMAIN,CONSTRUCT,TOKEN,CONFIDENCE,SOURCE,DISTANCE
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,representation_external_object,0,RDoC,0.0823267340053434
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,retinotopic_representation,0,RDoC,0.3588816030948053
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,serial_search,0,RDoC,0.2898302353599401
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,transformation_beyond_retinotopic_representation,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,vernier_discrimination,0,RDoC,0.3009547397013185
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,visual_illusion,0,RDoC,0.38348939924634085
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,visual_illusion_susceptibility,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_anomaly,0,RDoC,0.14744132918722186
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_anomaly_schizophrenia_depression,0,RDoC,
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory,1,RDoC,0.661132260826736
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_perception,1,RDoC,0.5903595375912265
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,perceptual_identification,0,RDoC,0.42149730691684484
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,perceptual_learning,0,RDoC,0.5257657973780535
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,perceptual_priming,0,RDoC,0.3332058977710517
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,spatial_localization,0,RDoC,0.45749927992304595
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,stimulus_detection,0,RDoC,0.6137988979385786
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,perception,0,RDoC,0.5572497129369964
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,actionperception_loop,0,RDoC,0.10487832760213733
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_masking,0,RDoC,0.1945026749964559
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_scene,0,RDoC,0.47454557321333546
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_scene_perception,0,RDoC,0.10536533864759146
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_streaming,0,RDoC,0.3997644991916871
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,bistability,0,RDoC,0.4007169734282252
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,categorization,0,RDoC,0.5754731704248187
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,change_detection,0,RDoC,0.641442928654114
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,crossmodal_interaction,0,RDoC,0.45100028531013614
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,detection,0,RDoC,0.4556382692734313
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,detection_speech,0,RDoC,0.3532930684402473
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,detection_speech_noise,0,RDoC,
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,deviance_detection,0,RDoC,0.4728230088668437
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,gating,0,RDoC,0.3892133094736031
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,inhibitory_control,0,RDoC,0.1438248977885952
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,jnd,0,RDoC,0.22243889049420607
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,jnd_task,0,RDoC,
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,manipulation,0,RDoC,0.3823657850350364
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,manipulation_intensity,0,RDoC,0.17897602292747739
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,manipulation_isi,0,RDoC,
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,mcgurk,0,RDoC,0.36590829577866923
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,multisensory_mcgurk,0,RDoC,
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,noise,0,RDoC,0.43328914844735067
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,novelty_detection,0,RDoC,0.3529103160456899
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,object_perception,0,RDoC,0.4038044493243883
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,oddball_detection,0,RDoC,0.4005846718088474
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,regularity_detection,0,RDoC,0.22642593845555092
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,samedifferent,0,RDoC,0.43968582333336126
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,samedifferent_task,0,RDoC,0.29718571471443533
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,selfmonitoring,0,RDoC,0.42460062742997284
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,speech,0,RDoC,0.5349357476430456
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,speech_detection,0,RDoC,0.37223077841392826
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,tone_detection,0,RDoC,0.44932702054527685
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,tone_matching,0,RDoC,0.39648322970981154
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,auditory_hallucination,0,RDoC,0.3131082555824858
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,hyperacusis,0,RDoC,0.26694777879691145
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,multimodal,1,RDoC,0.5182815895289157
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,multimodal_perception,1,RDoC,0.34114833712809656
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,olfactory,1,RDoC,0.7314040871828595
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,olfactory_perception,1,RDoC,0.5458536953960363
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,somatosensory,1,RDoC,0.5955390335477196
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,somatosensory_perception,1,RDoC,0.47082669873873684
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,perception,0,RDoC,0.6312616199913049
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,manipulation,0,RDoC,0.3893848571006213
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,manipulation_intensity,0,RDoC,0.2841178458783927
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,manipulation_isi,0,RDoC,
17,COGNITIVE_SYSTEMS,OTHER_PERCEPTION,smell_identification,0,RDoC,0.3729671535395437
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,declarative,1,RDoC,0.6308940450544743
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,declarative_memory,1,RDoC,0.7208880758786559
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,memory,1,RDoC,0.884350151812671
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,discrimination,0,RDoC,0.4931341846685875
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,familiarity,0,RDoC,0.5768924434260287
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,learning,0,RDoC,0.7211299423372494
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,recall,0,RDoC,0.8529956488315987
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,recognition,0,RDoC,0.7784340492690435
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,consolidation,0,RDoC,0.6599314287634672
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,encoding,0,RDoC,0.7948796348158242
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,episodic_memory,0,RDoC,0.8078269491313064
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,memory_acquisition,0,RDoC,0.2981885442573662
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,retrieval,0,RDoC,0.8111056780351189
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,semantic_memory,0,RDoC,0.6560938297971447
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,acquired_equivalence,0,RDoC,0.30453009910192796
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,delayed_recall,0,RDoC,0.6792222447173231
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,list_learning,0,RDoC,0.5785345142531474
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,paired_associate,0,RDoC,0.597780903864539
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,paired_associate_learning,0,RDoC,0.46167264867723135
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,story_learning,0,RDoC,0.15023250991609238
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,transitive_inference,0,RDoC,0.35903529381843624
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,cognitive_assessment,0,RDoC,0.2787803038283574
18,COGNITIVE_SYSTEMS,DECLARATIVE_MEMORY,cognitive_assessment_interview,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,language,1,RDoC,0.6609693335993766
19,COGNITIVE_SYSTEMS,LANGUAGE,coherent_discourse,0,RDoC,0.12442515811867394
19,COGNITIVE_SYSTEMS,LANGUAGE,coherent_sentence,0,RDoC,0.28915947688498345
19,COGNITIVE_SYSTEMS,LANGUAGE,comprehension_word,0,RDoC,0.4836648482975636
19,COGNITIVE_SYSTEMS,LANGUAGE,production_word,0,RDoC,0.38614129323824553
19,COGNITIVE_SYSTEMS,LANGUAGE,word,0,RDoC,0.6688381848636621
19,COGNITIVE_SYSTEMS,LANGUAGE,clause_discourse,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,coherence_clause,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,cohesion_clause,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,content_discourse,0,RDoC,0.017681465335334767
19,COGNITIVE_SYSTEMS,LANGUAGE,content_sentence,0,RDoC,0.4586969947882469
19,COGNITIVE_SYSTEMS,LANGUAGE,critical_word,0,RDoC,0.4360429876392248
19,COGNITIVE_SYSTEMS,LANGUAGE,detection,0,RDoC,0.3094532496430181
19,COGNITIVE_SYSTEMS,LANGUAGE,discourse,0,RDoC,0.6349675346315042
19,COGNITIVE_SYSTEMS,LANGUAGE,experimental_manipulation,0,RDoC,0.3960162754252805
19,COGNITIVE_SYSTEMS,LANGUAGE,eye,0,RDoC,0.33136572192272573
19,COGNITIVE_SYSTEMS,LANGUAGE,eye_movement,0,RDoC,0.4426208941632144
19,COGNITIVE_SYSTEMS,LANGUAGE,eye_tracking,0,RDoC,0.3472803711781193
19,COGNITIVE_SYSTEMS,LANGUAGE,eye_tracking_paradigm,0,RDoC,0.1577537832592153
19,COGNITIVE_SYSTEMS,LANGUAGE,language_behavior,0,RDoC,0.22096021803994792
19,COGNITIVE_SYSTEMS,LANGUAGE,language_comprehension,0,RDoC,0.6496479427226902
19,COGNITIVE_SYSTEMS,LANGUAGE,language_output,0,RDoC,0.3937193826109755
19,COGNITIVE_SYSTEMS,LANGUAGE,language_production,0,RDoC,0.579307116155689
19,COGNITIVE_SYSTEMS,LANGUAGE,linguistic_corpus,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,linguistic_corpusbased_analysis_language_output,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,linguistic_input,0,RDoC,0.3173886984863006
19,COGNITIVE_SYSTEMS,LANGUAGE,linguistic_representation_acceptability,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,linguistic_representation_predictability,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,listening,0,RDoC,0.5697161782311295
19,COGNITIVE_SYSTEMS,LANGUAGE,listening_time,0,RDoC,0.1584432463505705
19,COGNITIVE_SYSTEMS,LANGUAGE,manipulation,0,RDoC,0.46320531825577715
19,COGNITIVE_SYSTEMS,LANGUAGE,manipulation_predictability,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,manipulation_predictability_acceptability,0,RDoC,
19,COGNITIVE_SYSTEMS,LANGUAGE,movement,0,RDoC,0.391589523056008
19,COGNITIVE_SYSTEMS,LANGUAGE,naming,0,RDoC,0.6404821775519117
19,COGNITIVE_SYSTEMS,LANGUAGE,pattern_eye_movement,0,RDoC,0.28666668065953727
19,COGNITIVE_SYSTEMS,LANGUAGE,priming,0,RDoC,0.48941473650620315
19,COGNITIVE_SYSTEMS,LANGUAGE,reading,0,RDoC,0.6468910089451313
19,COGNITIVE_SYSTEMS,LANGUAGE,reading_time,0,RDoC,0.5362277926494247
19,COGNITIVE_SYSTEMS,LANGUAGE,semantic_relationship,0,RDoC,0.4109254297755478
19,COGNITIVE_SYSTEMS,LANGUAGE,spoken_language_comprehension,0,RDoC,0.312716510107961
19,COGNITIVE_SYSTEMS,LANGUAGE,visual_world,0,RDoC,0.3852573003840565
19,COGNITIVE_SYSTEMS,LANGUAGE,visual_world_paradigm,0,RDoC,0.18159935744863254
19,COGNITIVE_SYSTEMS,LANGUAGE,word_priming,0,RDoC,0.3193990367054378
19,COGNITIVE_SYSTEMS,LANGUAGE,cognitive_assessment,0,RDoC,0.16848086604941703
19,COGNITIVE_SYSTEMS,LANGUAGE,cognitive_assessment_interview,0,RDoC,
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,goal,1,RDoC,0.7111501013646845
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,goal_selection,1,RDoC,0.3890331072527615
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,cognitive,0,RDoC,0.6692647642690459
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,cognitive_control,0,RDoC,0.8429300468085992
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,control,0,RDoC,0.6036097577847599
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,badre,0,RDoC,0.5551196826884643
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,badre_task,0,RDoC,
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,koechlin,0,RDoC,0.5951125902771518
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,koechlin_paradigm,0,RDoC,
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,switching,0,RDoC,0.7109785140595909
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,task_switching,0,RDoC,0.7034916745241685
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,brief,0,RDoC,0.33069450152009794
20,COGNITIVE_SYSTEMS,GOAL_SELECTION,gioa,0,RDoC,
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,representation,1,RDoC,0.36823341665484866
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,distractibility,0,RDoC,0.5128013067478915
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,offtask_behavior,0,RDoC,0.06755201788687781
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cognitive,0,RDoC,0.6798810682602323
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cognitive_control,0,RDoC,0.5970823711046105
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,control,0,RDoC,0.5799010178184658
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,maintenance,0,RDoC,0.5539389047415973
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,updating,0,RDoC,0.5301929375738639
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,ax,0,RDoC,0.2265876635690438
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,ax_paradigm,0,RDoC,0.18741431466571168
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cued_stimulusresponse_reversal,0,RDoC,
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cued_stimulusresponse_reversal_task,0,RDoC,
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,switching,0,RDoC,0.6171468038797269
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,task_switching,0,RDoC,0.4806397417441248
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,tower,0,RDoC,0.21693184997018233
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,tower_task,0,RDoC,0.13345577416915155
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,brief,0,RDoC,0.43914282820039197
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cognitive_failure,0,RDoC,0.16083124047086206
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,cognitive_failure_questionnaire,0,RDoC,0.12773949037343146
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,gioa,0,RDoC,
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,panss,0,RDoC,0.48165294592102215
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,sans,0,RDoC,0.4378454348482428
21,COGNITIVE_SYSTEMS,UPDATING_REPRESENTATION_MAINTENANCE,saps,0,RDoC,0.45830347159704
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,response_selection,1,RDoC,0.4956875176540563
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,impulsive_behavior,0,RDoC,0.3224313668694594
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,cognitive,0,RDoC,0.7432579737907429
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,cognitive_control,0,RDoC,0.6578059974914076
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,control,0,RDoC,0.6864871656114777
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,response,0,RDoC,0.5917323277446855
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,flanker,0,RDoC,0.5721306972044733
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,simon,0,RDoC,0.48899007189121346
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,stroop,0,RDoC,0.6879885367238215
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,brief,0,RDoC,0.4971566336445856
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,gioa,0,RDoC,
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,panss,0,RDoC,0.5268233464004105
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,sans,0,RDoC,0.4630711695795737
22,COGNITIVE_SYSTEMS,RESPONSE_SELECTION,saps,0,RDoC,0.4627678366500425
23,COGNITIVE_SYSTEMS,INHIBITION,suppression,1,RDoC,0.40487430470093166
23,COGNITIVE_SYSTEMS,INHIBITION,distractibility,0,RDoC,0.6034030310572622
23,COGNITIVE_SYSTEMS,INHIBITION,impulsive,0,RDoC,0.6316227120688901
23,COGNITIVE_SYSTEMS,INHIBITION,impulsive_behavior,0,RDoC,0.5886264766313039
23,COGNITIVE_SYSTEMS,INHIBITION,offtask,0,RDoC,0.3931877475913341
23,COGNITIVE_SYSTEMS,INHIBITION,offtask_behavior,0,RDoC,0.2734743821216772
23,COGNITIVE_SYSTEMS,INHIBITION,cognitive,0,RDoC,0.36295665440146707
23,COGNITIVE_SYSTEMS,INHIBITION,cognitive_control,0,RDoC,0.4954512909066344
23,COGNITIVE_SYSTEMS,INHIBITION,control,0,RDoC,0.3664369763715428
23,COGNITIVE_SYSTEMS,INHIBITION,inhibition,0,RDoC,0.6446473018750912
23,COGNITIVE_SYSTEMS,INHIBITION,antisaccade,0,RDoC,0.5228908378853395
23,COGNITIVE_SYSTEMS,INHIBITION,conflicting_motor_response,0,RDoC,0.22723376127501593
23,COGNITIVE_SYSTEMS,INHIBITION,conflicting_motor_response_task,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,contralateral_motor_response,0,RDoC,0.16951136312135318
23,COGNITIVE_SYSTEMS,INHIBITION,contralateral_motor_response_task,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,countermanding,0,RDoC,0.23415968739486837
23,COGNITIVE_SYSTEMS,INHIBITION,gonogo,0,RDoC,0.5783257415498837
23,COGNITIVE_SYSTEMS,INHIBITION,motor_persistence,0,RDoC,0.37983152695100486
23,COGNITIVE_SYSTEMS,INHIBITION,motor_persistence_paradigm,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,nepsy_statue,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,nepsy_statue_task,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,reaction_time,0,RDoC,0.47485761080005595
23,COGNITIVE_SYSTEMS,INHIBITION,stimulus_response_incompatibility,0,RDoC,0.16665231864300778
23,COGNITIVE_SYSTEMS,INHIBITION,stimulusresponse_incompatibility,0,RDoC,0.3482133712869565
23,COGNITIVE_SYSTEMS,INHIBITION,stop_signal_reaction_time,0,RDoC,0.48350131106895655
23,COGNITIVE_SYSTEMS,INHIBITION,stopsignal_reaction_time,0,RDoC,0.4792415915592835
23,COGNITIVE_SYSTEMS,INHIBITION,adhd_rating,0,RDoC,-0.00707894822244759
23,COGNITIVE_SYSTEMS,INHIBITION,adhd_rating_scale,0,RDoC,0.3146825339066034
23,COGNITIVE_SYSTEMS,INHIBITION,atq,0,RDoC,0.23834026654854568
23,COGNITIVE_SYSTEMS,INHIBITION,atq_effortful_control,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,brief,0,RDoC,0.32774178300248025
23,COGNITIVE_SYSTEMS,INHIBITION,cbq,0,RDoC,0.17374119375555563
23,COGNITIVE_SYSTEMS,INHIBITION,cbq_effortful_control,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,conners_impulsivity,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,conners_impulsivity_scale,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,dupaul_adhd_rating,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,dupaul_adhd_rating_scale,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,effortful_control,0,RDoC,0.4743834357443548
23,COGNITIVE_SYSTEMS,INHIBITION,gioa,0,RDoC,
23,COGNITIVE_SYSTEMS,INHIBITION,impulsivity,0,RDoC,0.6405505898020297
23,COGNITIVE_SYSTEMS,INHIBITION,impulsivity_scale,0,RDoC,0.4966771924060154
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,monitoring,1,RDoC,0.6767680949574808
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,performance,1,RDoC,0.6949883078158546
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,performance_monitoring,1,RDoC,0.6052888899629849
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,adjustment_performance,0,RDoC,0.28473147799657483
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,postconflict,0,RDoC,0.5035098769683192
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,postconflict_adjustment_performance,0,RDoC,
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,posterror,0,RDoC,0.6907380609847886
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,posterror_adjustment_performance,0,RDoC,
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,cognitive,0,RDoC,0.6532047518911022
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,cognitive_control,0,RDoC,0.7634476331921034
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,control,0,RDoC,0.6300637312930906
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,flanker,0,RDoC,0.6091833076781996
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,simon,0,RDoC,0.47839878643993117
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,stroop,0,RDoC,0.7051979447075803
24,COGNITIVE_SYSTEMS,PERFORMANCE_MONITORING,ybocs_total_score,0,RDoC,0.10448025034735564
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,active_maintenance,1,RDoC,0.5153593882462921
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,working_memory_maintenance,1,RDoC,0.3763238893357528
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,maintenance,0,RDoC,0.4175401498878104
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,working_memory,0,RDoC,0.545946769081269
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,ax_cpt,0,RDoC,
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,axcpt,0,RDoC,0.5609720602649385
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,change_detection,0,RDoC,0.41423064155163114
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,change_detection_task,0,RDoC,0.6577993757654593
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,complex_span,0,RDoC,0.38902860921063254
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,complex_span_task,0,RDoC,0.329499175828621
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,delayed_match_non_sample,0,RDoC,
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,delayed_match_sample,0,RDoC,0.5815650021499045
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,dpx,0,RDoC,0.4010442609239706
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,keep_track,0,RDoC,0.42798221992331453
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,keep_track_task,0,RDoC,0.44979228724098763
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,letter_memory,0,RDoC,0.5419401640891791
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,letter_number_sequencing,0,RDoC,0.41901619557599057
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,match_sample,0,RDoC,0.4672726122350024
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,nback,0,RDoC,0.6159611258814937
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,running_memory,0,RDoC,0.544098593372582
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,selfordered_pointing,0,RDoC,0.46391512410413105
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,sequence_encoding,0,RDoC,0.3034996118587938
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,sequence_reproduction,0,RDoC,0.47093131043803416
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,simple_span,0,RDoC,0.3048159534631938
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,simple_span_task,0,RDoC,0.3407603300139628
25,COGNITIVE_SYSTEMS,ACTIVE_MAINTENANCE,sternberg_item_recognition,0,RDoC,0.5921605114344602
26,COGNITIVE_SYSTEMS,FLEXIBLE_UPDATING,flexible,1,RDoC,0.23560938970022516
