ORDER,NAME,CLASS,CATEGORY,TOKEN
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substance_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substance_induced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substance_induced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substanceinduced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substanceinduced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substanceinduced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substanceinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unspecified_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unspecified_obsessivecompulsive_related_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,acute_stress_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,adjustment_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,disinhibited_social_engagement_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,posttraumatic_stress_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,ptsd
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,reactive_attachment_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,specified_trauma_stressor_related_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,specified_trauma_stressorrelated_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,trauma_related_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,traumarelated_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,unspecified_trauma_related_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,unspecified_trauma_stressor_related_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,unspecified_trauma_stressorrelated_disorder
13,Trauma/Stressor-Induced Disorders,TRAUMA_STRESSOR,TRAUMATIC_DISORDER,unspecified_traumarelated_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,depersonalization_derealization_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,depersonalization_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,depersonalizationderealization_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,derealization_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,dissociative_amnesia
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,dissociative_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,dissociative_fugue
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,dissociative_identity_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,specified_dissociative_disorder
14,Dissociative Disorders,DISSOCIATIVE,DISSOCIATIVE_DISORDER,unspecified_dissociative_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,conversion_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,factitious_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,functional_neurological_symptom_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,illness_anxiety_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,psychological_factor_affecting_medical_condition
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,somatic_symptom_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,specified_somatic_symptom_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,specified_somatic_symptom_related_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,unspecified_somatic_symptom_disorder
15,Somatic Symptom Disorders,SOMATIC,SOMATIC_DISORDER,unspecified_somatic_symptom_related_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,anorexia_nervosa
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,avoidant_food_intake_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,avoidant_restrictive_food_intake_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,avoidantrestrictive_food_intake_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,binge_eating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,bingeeating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,bulimia_nervosa
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,eating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,feeding_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,pica
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,restrictive_food_intake_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,rumination_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,specified_eating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,specified_feeding_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,specified_feeding_eating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,unspecified_eating_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,unspecified_feeding_disorder
16,Feeding and Eating Disorders,EATING,EATING_DISORDER,unspecified_feeding_eating_disorder
17,Elimination Disorders,ELIMINATION,ELIMINATION_DISORDER,elimination_disorder
17,Elimination Disorders,ELIMINATION,ELIMINATION_DISORDER,encopresis
17,Elimination Disorders,ELIMINATION,ELIMINATION_DISORDER,enuresis
17,Elimination Disorders,ELIMINATION,ELIMINATION_DISORDER,specified_elimination_disorder
17,Elimination Disorders,ELIMINATION,ELIMINATION_DISORDER,unspecified_elimination_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,alcohol_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,alcoholinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,amphetamine_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,amphetamineinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,anxiolytic_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,anxiolyticinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,caffeine_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,caffeineinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,cannabis_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,cannabisinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,cocaine_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,cocaineinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,hypersomnolence_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,hypnotic_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,hypnoticinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,insomnia_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,medication_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,medicationinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,narcolepsy
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,narcolepsy_cataplexy_without_hypocretin_deficiency
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,narcolepsy_secondary_another_medical_condition
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,narcolepsy_without_cataplexy_hypocretin_deficiency
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,opioid_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,opioidinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,sedative_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,sedativeinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,sleep_wake_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,sleepwake_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,specified_hypersomnolence_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,specified_insomnia_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,stimulant_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,stimulantinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,substance_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,substanceinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,tobacco_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,tobaccoinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,unknown_substance_induced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,unknown_substanceinduced_sleep_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,unspecified_hypersomnolence_disorder
18,Sleep-Wake Disorders,SLEEP,SLEEP_WAKE_DISORDER,unspecified_insomnia_disorder
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,central_sleep_apnea
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,central_sleep_apnea_comorbid_opioid_use
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,circadian_rhythm_sleep_wake_disorder
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,circadian_rhythm_sleepwake_disorder
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,comorbid_sleep_related_hypoventilation
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,comorbid_sleeprelated_hypoventilation
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,idiopathic_central_sleep_apnea
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,idiopathic_central_sleep_apnea
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,idiopathic_hypoventilation
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,obstructive_sleep_apnea_hypopnea
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,sleep_related_hypoventilation
19,Sleep-Wake Disorders,SLEEP,SLEEP_BREATHING_DISORDER,sleeprelated_hypoventilation
20,Sleep-Wake Disorders,SLEEP,PARASOMNIA,nightmare_disorder
20,Sleep-Wake Disorders,SLEEP,PARASOMNIA,nonrapid_eye_movement_sleep_arousal_disorder
20,Sleep-Wake Disorders,SLEEP,PARASOMNIA,parasomnia
20,Sleep-Wake Disorders,SLEEP,PARASOMNIA,rapid_eye_movement_sleep_behavior_disorder
20,Sleep-Wake Disorders,SLEEP,PARASOMNIA,restless_leg_syndrome
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,alcohol_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,alcoholinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,amphetamine_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,amphetamineinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,anxiolytic_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,anxiolyticinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,cocaine_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,cocaineinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,delayed_ejaculation
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,early_ejaculation
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,erectile_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,female_orgasmic_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,female_sexual_arousal_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,female_sexual_interest_arousal_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,female_sexual_interest_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,female_sexual_interestarousal_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,genito_pelvic_painpenetration_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,genitopelvic_pain_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,genitopelvic_pain_penetration_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,genitopelvic_painpenetration_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,genitopelvic_penetration_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,hypnotic_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,hypnoticinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,male_hypoactive_sexual_desire_disorder
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,medication_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,medicationinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,opioid_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,opioidinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,premature_ejaculation
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,sedative_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,sedativeinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,specified_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,stimulant_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,stimulantinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,substance_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,substanceinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,unknown_substance_induced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,unknown_substanceinduced_sexual_dysfunction
21,Sexual Dysfunctions,SEXUAL,SEXUAL_DYSFUNCTION,unspecified_sexual_dysfunction
22,Gender Dysphoria,GENDER,GENDER_DYSPHORIA,gender_dysphoria
22,Gender Dysphoria,GENDER,GENDER_DYSPHORIA,gender_dysphoria_adolescent_adult
22,Gender Dysphoria,GENDER,GENDER_DYSPHORIA,gender_dysphoria_child
22,Gender Dysphoria,GENDER,GENDER_DYSPHORIA,specified_gender_dysphoria
22,Gender Dysphoria,GENDER,GENDER_DYSPHORIA,unspecified_gender_dysphoria
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,conduct_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,disruptive_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,impulse_control_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,impulsecontrol_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,intermittent_explosive_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,kleptomania
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,oppositional_defiant_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,pyromania
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,specified_conduct_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,specified_disruptive_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,specified_impulse_control_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,specified_impulsecontrol_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_conduct_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_disruptive_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_disruptive_impulse_control_conduct_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_disruptive_impulsecontrol_conduct_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_impulse_control_disorder
23,Disruptive Disorders,DISRUPTIVE,DISRUPTIVE_DISORDER,unspecified_impulsecontrol_disorder
24,Substance/Addictive Disorders,SUBSTANCE,ALCOHOL_RELATED_DISORDER,alcohol_intoxication
24,Substance/Addictive Disorders,SUBSTANCE,ALCOHOL_RELATED_DISORDER,alcohol_use_disorder
24,Substance/Addictive Disorders,SUBSTANCE,ALCOHOL_RELATED_DISORDER,alcohol_withdrawal
24,Substance/Addictive Disorders,SUBSTANCE,ALCOHOL_RELATED_DISORDER,unspecified_alcohol_related_disorder
24,Substance/Addictive Disorders,SUBSTANCE,ALCOHOL_RELATED_DISORDER,unspecified_alcoholrelated_disorder
25,Substance/Addictive Disorders,SUBSTANCE,CAFFEINE_RELATED_DISORDER,caffeine_intoxication
25,Substance/Addictive Disorders,SUBSTANCE,CAFFEINE_RELATED_DISORDER,caffeine_withdrawal
25,Substance/Addictive Disorders,SUBSTANCE,CAFFEINE_RELATED_DISORDER,unspecified_caffeine_related_disorder
25,Substance/Addictive Disorders,SUBSTANCE,CAFFEINE_RELATED_DISORDER,unspecified_caffeinerelated_disorder
26,Substance/Addictive Disorders,SUBSTANCE,CANNABIS_RELATED_DISORDER,cannabis_intoxication
26,Substance/Addictive Disorders,SUBSTANCE,CANNABIS_RELATED_DISORDER,cannabis_use_disorder
26,Substance/Addictive Disorders,SUBSTANCE,CANNABIS_RELATED_DISORDER,cannabis_withdrawal
26,Substance/Addictive Disorders,SUBSTANCE,CANNABIS_RELATED_DISORDER,unspecified_cannabis_related_disorder
26,Substance/Addictive Disorders,SUBSTANCE,CANNABIS_RELATED_DISORDER,unspecified_cannabisrelated_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,hallucinogen_intoxication
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,hallucinogen_persisting_perception_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,hallucinogen_use_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,phencyclidine_intoxication
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,phencyclidine_use_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,unspecified_hallucinogen_related_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,unspecified_hallucinogenrelated_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,unspecified_phencyclidine_related_disorder
27,Substance/Addictive Disorders,SUBSTANCE,HALLUCINOGEN_RELATED_DISORDER,unspecified_phencyclidinerelated_disorder
28,Substance/Addictive Disorders,SUBSTANCE,INHALANT_RELATED_DISORDER,inhalant_intoxication
28,Substance/Addictive Disorders,SUBSTANCE,INHALANT_RELATED_DISORDER,inhalant_use_disorder
28,Substance/Addictive Disorders,SUBSTANCE,INHALANT_RELATED_DISORDER,unspecified_inhalant_related_disorder
28,Substance/Addictive Disorders,SUBSTANCE,INHALANT_RELATED_DISORDER,unspecified_inhalantrelated_disorder
29,Substance/Addictive Disorders,SUBSTANCE,OPIOID_RELATED_DISORDER,opioid_intoxication
29,Substance/Addictive Disorders,SUBSTANCE,OPIOID_RELATED_DISORDER,opioid_use_disorder
29,Substance/Addictive Disorders,SUBSTANCE,OPIOID_RELATED_DISORDER,opioid_withdrawal
29,Substance/Addictive Disorders,SUBSTANCE,OPIOID_RELATED_DISORDER,unspecified_opioid_related_disorder
29,Substance/Addictive Disorders,SUBSTANCE,OPIOID_RELATED_DISORDER,unspecified_opioidrelated_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,anxiolytic_intoxication
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,anxiolytic_use_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,anxiolytic_withdrawal
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,hypnotic_intoxication
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,hypnotic_use_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,hypnotic_withdrawal
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,sedative_intoxication
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,sedative_use_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,sedative_withdrawal
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_anxiolytic_related_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_anxiolyticrelated_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_hypnotic_related_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_hypnoticrelated_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_sedative_related_disorder
30,Substance/Addictive Disorders,SUBSTANCE,SEDATIVE_RELATED_DISORDER,unspecified_sedativerelated_disorder
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,amphetamine_type_substance_use_disorder
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,amphetaminetype_substance_use_disorder
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,cocaine_use_disorder
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,stimulant_intoxication
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,stimulant_use_disorder
31,Substance/Addictive Disorders,SUBSTANCE,STIMULANT_RELATED_DISORDER,stimulant_withdrawal
32,Substance/Addictive Disorders,SUBSTANCE,TOBACCO_RELATED_DISORDER,tobacco_use_disorder
32,Substance/Addictive Disorders,SUBSTANCE,TOBACCO_RELATED_DISORDER,tobacco_withdrawal
32,Substance/Addictive Disorders,SUBSTANCE,TOBACCO_RELATED_DISORDER,unspecified_tobacco_related_disorder
32,Substance/Addictive Disorders,SUBSTANCE,TOBACCO_RELATED_DISORDER,unspecified_tobaccorelated_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,substance_intoxication
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,substance_related_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,substance_use_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,substance_withdrawal
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,substancerelated_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unknown_substance_intoxication
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unknown_substance_use_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unknown_substance_withdrawal
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unspecified_stimulant_use_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unspecified_substance_related_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unspecified_substancerelated_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unspecified_unknown_substance_related_disorder
33,Substance/Addictive Disorders,SUBSTANCE,OTHER_SUBSTANCE_DISORDER,unspecified_unknown_substancerelated_disorder
34,Substance/Addictive Disorders,SUBSTANCE,NONSUBSTANCE_DISORDER,gambling_disorder
35,Neurocognitive Disorders,COGNITIVE,NEUROCOGNITIVE_DISORDER,alcohol_induced_major_neurocognitive_disorder
35,Neurocognitive Disorders,COGNITIVE,NEUROCOGNITIVE_DISORDER,alcohol_induced_mild_neurocognitive_disorder
35,Neurocognitive Disorders,COGNITIVE,NEUROCOGNITIVE_DISORDER,alcoholinduced_major_neurocognitive_disorder
